NEGERI,Jenis Undi,Kod Parlimen,Nama Parlimen,Kod DUN,Nama DUN,KOD DM,Nama Daerah Mengundi,Nama Pusat Mengundi,Nombor Tempat Mengundi,Jumlah Kertas Undi Yang Patut Berada Di Dalam Peti Undi (A),PR,PR_CALON,PR_UNDI,BN,BN_CALON,BN_UNDI,LAIN1,LAIN1_CALON,LAIN1_UNDI,LAIN2,LAIN2_CALON,LAIN2 UNDI,LAIN3,LAIN3_CALON,LAIN3_UNDI,Jumlah Undian Oleh Pemilih,Bilangan Kertas Undi Yang Ditolak (C),Jumlah Kertas Undi Yang Dikeluarkan Kepada Pengundi Tetapi Tidak Dimasukkan Ke Dalam Peti Undi(D)
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/03,PADANG BULOH,SEK. KEB. SIDAM KIRI,2,555,PKR,ONG WEI SIN,265,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,284,BEBAS,ONG WEI SIN,3,KITA,SUHAIMI BIN HASHIM,0,,,,552,3,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/04,KAMPUNG SIDAM,SEK. KEB. SIDAM KIRI,3,322,PKR,ONG WEI SIN,127,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,182,BEBAS,ONG WEI SIN,5,KITA,SUHAIMI BIN HASHIM,1,,,,315,7,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/04,KAMPUNG SIDAM,SEK. KEB. SIDAM KIRI,4,450,PKR,ONG WEI SIN,177,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,269,BEBAS,ONG WEI SIN,3,KITA,SUHAIMI BIN HASHIM,0,,,,449,1,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/04,KAMPUNG SIDAM,SEK. KEB. SIDAM KIRI,5,437,PKR,ONG WEI SIN,253,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,180,BEBAS,ONG WEI SIN,3,KITA,SUHAIMI BIN HASHIM,0,,,,436,1,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/05,KAMPUNG RAJA,"SEK. MEN. KEB. DATO' BIJAYA SETIA, SUNGAI PETANI",1,245,PKR,ONG WEI SIN,147,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,92,BEBAS,ONG WEI SIN,3,KITA,SUHAIMI BIN HASHIM,2,,,,244,1,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/05,KAMPUNG RAJA,"SEK. MEN. KEB. DATO' BIJAYA SETIA, SUNGAI PETANI",2,665,PKR,ONG WEI SIN,367,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,192,BEBAS,ONG WEI SIN,11,KITA,SUHAIMI BIN HASHIM,2,,,,572,6,87
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/05,KAMPUNG RAJA,"SEK. MEN. KEB. DATO' BIJAYA SETIA, SUNGAI PETANI",3,579,PKR,ONG WEI SIN,360,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,199,BEBAS,ONG WEI SIN,13,KITA,SUHAIMI BIN HASHIM,3,,,,575,4,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/05,KAMPUNG RAJA,"SEK. MEN. KEB. DATO' BIJAYA SETIA, SUNGAI PETANI",4,574,PKR,ONG WEI SIN,407,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,156,BEBAS,ONG WEI SIN,10,KITA,SUHAIMI BIN HASHIM,1,,,,574,0,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/05,KAMPUNG RAJA,"SEK. MEN. KEB. DATO' BIJAYA SETIA, SUNGAI PETANI",5,539,PKR,ONG WEI SIN,387,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,142,BEBAS,ONG WEI SIN,10,KITA,SUHAIMI BIN HASHIM,0,,,,539,0,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/05,KAMPUNG RAJA,"SEK. MEN. KEB. DATO' BIJAYA SETIA, SUNGAI PETANI",6,535,PKR,ONG WEI SIN,374,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,146,BEBAS,ONG WEI SIN,9,KITA,SUHAIMI BIN HASHIM,1,,,,530,5,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/06,SCARBORO,SEK. JENIS KEB. (T) LADANG SCARBORO BAHAGIAN 2,1,505,PKR,ONG WEI SIN,210,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,285,BEBAS,ONG WEI SIN,4,KITA,SUHAIMI BIN HASHIM,2,,,,501,4,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/07,PENGKALAN LEBAI MAN,"SEK. MEN. KEB. PENGKALAN LEBAI MAN, SUNGAI PETANI",1,234,PKR,ONG WEI SIN,133,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,92,BEBAS,ONG WEI SIN,3,KITA,SUHAIMI BIN HASHIM,1,,,,229,5,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/07,PENGKALAN LEBAI MAN,"SEK. MEN. KEB. PENGKALAN LEBAI MAN, SUNGAI PETANI",2,620,PKR,ONG WEI SIN,378,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,221,BEBAS,ONG WEI SIN,11,KITA,SUHAIMI BIN HASHIM,5,,,,615,5,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/07,PENGKALAN LEBAI MAN,"SEK. MEN. KEB. PENGKALAN LEBAI MAN, SUNGAI PETANI",3,617,PKR,ONG WEI SIN,414,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,186,BEBAS,ONG WEI SIN,7,KITA,SUHAIMI BIN HASHIM,0,,,,607,10,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/07,PENGKALAN LEBAI MAN,"SEK. MEN. KEB. PENGKALAN LEBAI MAN, SUNGAI PETANI",4,609,PKR,ONG WEI SIN,389,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,201,BEBAS,ONG WEI SIN,11,KITA,SUHAIMI BIN HASHIM,1,,,,602,7,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/07,PENGKALAN LEBAI MAN,"SEK. MEN. KEB. PENGKALAN LEBAI MAN, SUNGAI PETANI",5,581,PKR,ONG WEI SIN,393,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,172,BEBAS,ONG WEI SIN,11,KITA,SUHAIMI BIN HASHIM,0,,,,576,5,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/07,PENGKALAN LEBAI MAN,"SEK. MEN. KEB. PENGKALAN LEBAI MAN, SUNGAI PETANI",6,568,PKR,ONG WEI SIN,392,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,167,BEBAS,ONG WEI SIN,6,KITA,SUHAIMI BIN HASHIM,0,,,,565,2,1
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/08,TAMAN SUTERA,"INSTITUT PENDIDIKAN GURU KAMPUS SULTAN ABDUL HALIM,SUNGAI PETANI",1,266,PKR,ONG WEI SIN,179,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,70,BEBAS,ONG WEI SIN,5,KITA,SUHAIMI BIN HASHIM,3,,,,257,9,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/08,TAMAN SUTERA,"INSTITUT PENDIDIKAN GURU KAMPUS SULTAN ABDUL HALIM,SUNGAI PETANI",2,495,PKR,ONG WEI SIN,379,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,107,BEBAS,ONG WEI SIN,7,KITA,SUHAIMI BIN HASHIM,1,,,,494,1,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/08,TAMAN SUTERA,"INSTITUT PENDIDIKAN GURU KAMPUS SULTAN ABDUL HALIM,SUNGAI PETANI",3,479,PKR,ONG WEI SIN,333,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,135,BEBAS,ONG WEI SIN,8,KITA,SUHAIMI BIN HASHIM,1,,,,477,2,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/08,TAMAN SUTERA,"INSTITUT PENDIDIKAN GURU KAMPUS SULTAN ABDUL HALIM,SUNGAI PETANI",4,460,PKR,ONG WEI SIN,299,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,140,BEBAS,ONG WEI SIN,14,KITA,SUHAIMI BIN HASHIM,2,,,,455,5,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/09,SERI IMPIAN,"SEK. JENIS KEB. (C) MIN TERK, BATU DUA, SUNGAI PETANI",1,274,PKR,ONG WEI SIN,132,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,117,BEBAS,ONG WEI SIN,9,KITA,SUHAIMI BIN HASHIM,3,,,,261,13,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/09,SERI IMPIAN,"SEK. JENIS KEB. (C) MIN TERK, BATU DUA, SUNGAI PETANI",2,556,PKR,ONG WEI SIN,296,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,247,BEBAS,ONG WEI SIN,5,KITA,SUHAIMI BIN HASHIM,2,,,,550,6,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/09,SERI IMPIAN,"SEK. JENIS KEB. (C) MIN TERK, BATU DUA, SUNGAI PETANI",3,551,PKR,ONG WEI SIN,344,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,196,BEBAS,ONG WEI SIN,7,KITA,SUHAIMI BIN HASHIM,1,,,,548,3,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/09,SERI IMPIAN,"SEK. JENIS KEB. (C) MIN TERK, BATU DUA, SUNGAI PETANI",4,514,PKR,ONG WEI SIN,328,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,176,BEBAS,ONG WEI SIN,7,KITA,SUHAIMI BIN HASHIM,0,,,,511,3,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/09,SERI IMPIAN,"SEK. JENIS KEB. (C) MIN TERK, BATU DUA, SUNGAI PETANI",5,508,PKR,ONG WEI SIN,306,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,193,BEBAS,ONG WEI SIN,5,KITA,SUHAIMI BIN HASHIM,3,,,,507,1,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/09,SERI IMPIAN,"SEK. JENIS KEB. (C) MIN TERK, BATU DUA, SUNGAI PETANI",6,491,PKR,ONG WEI SIN,308,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,173,BEBAS,ONG WEI SIN,8,KITA,SUHAIMI BIN HASHIM,1,,,,490,1,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/10,PUTERI JAYA,"INTAN WILAYAH UTARA, SUNGAI PETANI",1,269,PKR,ONG WEI SIN,134,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,124,BEBAS,ONG WEI SIN,3,KITA,SUHAIMI BIN HASHIM,3,,,,264,5,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/10,PUTERI JAYA,"INTAN WILAYAH UTARA, SUNGAI PETANI",2,594,PKR,ONG WEI SIN,302,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,271,BEBAS,ONG WEI SIN,13,KITA,SUHAIMI BIN HASHIM,1,,,,587,7,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/10,PUTERI JAYA,"INTAN WILAYAH UTARA, SUNGAI PETANI",3,578,PKR,ONG WEI SIN,308,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,247,BEBAS,ONG WEI SIN,12,KITA,SUHAIMI BIN HASHIM,1,,,,568,10,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/10,PUTERI JAYA,"INTAN WILAYAH UTARA, SUNGAI PETANI",4,576,PKR,ONG WEI SIN,365,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,206,BEBAS,ONG WEI SIN,3,KITA,SUHAIMI BIN HASHIM,0,,,,574,1,1
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/10,PUTERI JAYA,"INTAN WILAYAH UTARA, SUNGAI PETANI",5,540,PKR,ONG WEI SIN,354,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,183,BEBAS,ONG WEI SIN,1,KITA,SUHAIMI BIN HASHIM,0,,,,538,2,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/11,KAMPUNG SARUKAM ,"SEK. KEB. SERI PINANG, SUNGAI PETANI",1,291,PKR,ONG WEI SIN,96,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,177,BEBAS,ONG WEI SIN,10,KITA,SUHAIMI BIN HASHIM,0,,,,283,8,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/11,KAMPUNG SARUKAM ,"SEK. KEB. SERI PINANG, SUNGAI PETANI",2,377,PKR,ONG WEI SIN,115,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,255,BEBAS,ONG WEI SIN,5,KITA,SUHAIMI BIN HASHIM,0,,,,375,2,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/12,PANTAI PRAI ,"SEK. KEB. PANTAI PRAI, PADANG SERAI",1,322,PKR,ONG WEI SIN,165,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,151,BEBAS,ONG WEI SIN,1,KITA,SUHAIMI BIN HASHIM,1,,,,318,4,0
KEDAH,UNDI BIASA,015,SUNGAI PETANI,29,SIDAM ,015/29/12,PANTAI PRAI ,"SEK. KEB. PANTAI PRAI, PADANG SERAI",2,554,PKR,ONG WEI SIN,288,UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,260,BEBAS,ONG WEI SIN,1,KITA,SUHAIMI BIN HASHIM,1,,,,550,4,0
KEDAH,UNDI POS,016,BALING,UNDI POS,UNDI POS,016/UNDI POS,UNDI POS,UNDI POS,0,1183,PAS,NAJMI BIN HJ AHMAD,260,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,586,,,,,,,,,,846,158,179
KEDAH,UNDI AWAL,016,BALING,UNDI AWAL,UNDI AWAL,016/30/00,UNDI AWAL,"DEWAN SERBAGUNA, IBU PEJABAT POLIS DAERAH BALING",1,251,PAS,NAJMI BIN HJ AHMAD,11,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,239,,,,,,,,,,250,1,0
KEDAH,UNDI AWAL,016,BALING,UNDI AWAL,UNDI AWAL,016/31/00,UNDI AWAL,"DEWAN SERBAGUNA, IBU PEJABAT POLIS DAERAH BALING",2,22,PAS,NAJMI BIN HJ AHMAD,1,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,21,,,,,,,,,,22,0,0
KEDAH,UNDI AWAL,016,BALING,UNDI AWAL,UNDI AWAL,016/32/00,UNDI AWAL,"DEWAN SERBAGUNA, IBU PEJABAT POLIS DAERAH BALING",3,36,PAS,NAJMI BIN HJ AHMAD,4,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,32,,,,,,,,,,36,0,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/01,KAMPUNG BATU LAPAN,"TAMAN UMMI KEDA KAMPUNG BATU 8 TANJUNG PARI, BALING",1,325,PAS,NAJMI BIN HJ AHMAD,99,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,220,,,,,,,,,,319,6,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/01,KAMPUNG BATU LAPAN,"TAMAN UMMI KEDA KAMPUNG BATU 8 TANJUNG PARI, BALING",2,384,PAS,NAJMI BIN HJ AHMAD,168,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,212,,,,,,,,,,380,4,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/02,TANJONG PARI,"SEK. KEB. TANJONG PARI, BALING",1,321,PAS,NAJMI BIN HJ AHMAD,163,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,153,,,,,,,,,,316,5,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/02,TANJONG PARI,"SEK. KEB. TANJONG PARI, BALING",2,351,PAS,NAJMI BIN HJ AHMAD,184,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,167,,,,,,,,,,351,0,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/02,TANJONG PARI,"SEK. KEB. TANJONG PARI, BALING",3,333,PAS,NAJMI BIN HJ AHMAD,188,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,143,,,,,,,,,,331,2,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/03,KAMPUNG WENG,"SEK. KEB. SERI BAYU WENG, BALING",1,333,PAS,NAJMI BIN HJ AHMAD,198,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,129,,,,,,,,,,327,6,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/03,KAMPUNG WENG,"SEK. KEB. SERI BAYU WENG, BALING",2,407,PAS,NAJMI BIN HJ AHMAD,237,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,163,,,,,,,,,,400,7,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/03,KAMPUNG WENG,"SEK. KEB. SERI BAYU WENG, BALING",3,394,PAS,NAJMI BIN HJ AHMAD,256,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,131,,,,,,,,,,387,7,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/04,KAMPUNG SURAU,"SEK. MEN. KEB. SIONG, BALING",1,327,PAS,NAJMI BIN HJ AHMAD,170,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,153,,,,,,,,,,323,4,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/04,KAMPUNG SURAU,"SEK. MEN. KEB. SIONG, BALING",2,489,PAS,NAJMI BIN HJ AHMAD,262,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,221,,,,,,,,,,483,6,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/04,KAMPUNG SURAU,"SEK. MEN. KEB. SIONG, BALING",3,460,PAS,NAJMI BIN HJ AHMAD,277,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,180,,,,,,,,,,457,3,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/04,KAMPUNG SURAU,"SEK. MEN. KEB. SIONG, BALING",4,469,PAS,NAJMI BIN HJ AHMAD,270,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,189,,,,,,,,,,459,10,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/05,KAMPUNG LEGONG,"TADIKA KEDA TAMAN UMMI KAMPUNG ULU LEGONG, BALING",1,421,PAS,NAJMI BIN HJ AHMAD,123,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,294,,,,,,,,,,417,4,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/06,KAMPUNG LALANG,"SEK. KEB. SIONG, BALING",1,312,PAS,NAJMI BIN HJ AHMAD,120,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,190,,,,,,,,,,310,2,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/06,KAMPUNG LALANG,"SEK. KEB. SIONG, BALING",2,578,PAS,NAJMI BIN HJ AHMAD,274,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,296,,,,,,,,,,570,8,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/06,KAMPUNG LALANG,"SEK. KEB. SIONG, BALING",3,531,PAS,NAJMI BIN HJ AHMAD,260,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,270,,,,,,,,,,530,1,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/07,KAMPUNG LUAR,"SEK. JENIS KEB. (C) KAMPUNG LALANG, BALING",1,327,PAS,NAJMI BIN HJ AHMAD,160,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,159,,,,,,,,,,319,8,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/07,KAMPUNG LUAR,"SEK. JENIS KEB. (C) KAMPUNG LALANG, BALING",2,380,PAS,NAJMI BIN HJ AHMAD,214,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,165,,,,,,,,,,379,1,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/07,KAMPUNG LUAR,"SEK. JENIS KEB. (C) KAMPUNG LALANG, BALING",3,356,PAS,NAJMI BIN HJ AHMAD,221,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,134,,,,,,,,,,355,1,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/08,KAMPUNG BANDAR,"SEK. KEB. KAMPUNG BANDAR, BALING",1,316,PAS,NAJMI BIN HJ AHMAD,126,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,183,,,,,,,,,,309,7,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/08,KAMPUNG BANDAR,"SEK. KEB. KAMPUNG BANDAR, BALING",2,621,PAS,NAJMI BIN HJ AHMAD,314,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,297,,,,,,,,,,611,10,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/08,KAMPUNG BANDAR,"SEK. KEB. KAMPUNG BANDAR, BALING",3,548,PAS,NAJMI BIN HJ AHMAD,281,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,264,,,,,,,,,,545,3,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/09,TANDOP,"SEK. KEB. PENGHULU ABU BAKAR, BONGOR, BALING",1,329,PAS,NAJMI BIN HJ AHMAD,101,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,218,,,,,,,,,,319,9,1
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/09,TANDOP,"SEK. KEB. PENGHULU ABU BAKAR, BONGOR, BALING",2,422,PAS,NAJMI BIN HJ AHMAD,271,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,149,,,,,,,,,,420,2,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/09,TANDOP,"SEK. KEB. PENGHULU ABU BAKAR, BONGOR, BALING",3,384,PAS,NAJMI BIN HJ AHMAD,166,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,217,,,,,,,,,,383,1,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/10,BONGOR MESJID,"MAKTAB MAHMUD BALING, BATU 48, JALAN WENG, BALING",1,324,PAS,NAJMI BIN HJ AHMAD,67,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,253,,,,,,,,,,320,4,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/10,BONGOR MESJID,"MAKTAB MAHMUD BALING, BATU 48, JALAN WENG, BALING",2,513,PAS,NAJMI BIN HJ AHMAD,163,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,344,,,,,,,,,,507,5,1
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/10,BONGOR MESJID,"MAKTAB MAHMUD BALING, BATU 48, JALAN WENG, BALING",3,455,PAS,NAJMI BIN HJ AHMAD,154,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,301,,,,,,,,,,455,0,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/11,BONGOR SEKOLAH,"SEK. KEB. PENGHULU ABU BAKAR, BONGOR, BALING",4,321,PAS,NAJMI BIN HJ AHMAD,54,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,261,,,,,,,,,,315,6,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/11,BONGOR SEKOLAH,"SEK. KEB. PENGHULU ABU BAKAR, BONGOR, BALING",5,362,PAS,NAJMI BIN HJ AHMAD,93,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,268,,,,,,,,,,361,1,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/12,KAMPUNG HAJI ABBAS,"DEWAN TABIKA KAMPUNG, BAWAH GUNUNG, BALING",1,324,PAS,NAJMI BIN HJ AHMAD,52,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,267,,,,,,,,,,319,5,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/12,KAMPUNG HAJI ABBAS,"DEWAN TABIKA KAMPUNG, BAWAH GUNUNG, BALING",2,537,PAS,NAJMI BIN HJ AHMAD,159,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,374,,,,,,,,,,533,4,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/13,RAMBONG BALING,"DEWAN ORANG RAMAI KAMPUNG RAMBONG, BALING",1,330,PAS,NAJMI BIN HJ AHMAD,179,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,143,,,,,,,,,,322,8,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/13,RAMBONG BALING,"DEWAN ORANG RAMAI KAMPUNG RAMBONG, BALING",2,420,PAS,NAJMI BIN HJ AHMAD,238,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,181,,,,,,,,,,419,1,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/14,BATU 7 JALAN KROH,"SEK. KEB. TUNKU PUAN HABSAH, BALING",1,316,PAS,NAJMI BIN HJ AHMAD,185,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,125,,,,,,,,,,310,6,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/14,BATU 7 JALAN KROH,"SEK. KEB. TUNKU PUAN HABSAH, BALING",2,417,PAS,NAJMI BIN HJ AHMAD,252,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,157,,,,,,,,,,409,8,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/15,SIMPANG EMPAT,"TABIKA PERPADUAN KAMPUNG SIMPANG EMPAT, BALING",1,456,PAS,NAJMI BIN HJ AHMAD,95,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,341,,,,,,,,,,436,20,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/16,PEKAN BALING,SEK. KEB. BALING,1,269,PAS,NAJMI BIN HJ AHMAD,116,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,143,,,,,,,,,,259,10,0
KEDAH,UNDI BIASA,016,BALING,30,BAYU  ,016/30/16,PEKAN BALING,SEK. KEB. BALING,2,456,PAS,NAJMI BIN HJ AHMAD,213,UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,240,,,,,,,,,,453,3,0
